id,content,rate,created_at,product_id,user_id
745,,5,,39,115
746,,5,,39,164
747,,5,,39,197
748,,5,,39,265
749,,5,,39,79
750,,5,,39,121
751,,5,,40,107
752,,5,,40,27
753,,5,,40,349
754,,5,,40,262
755,,5,,40,260
756,,5,,40,86
757,,5,,40,204
758,,5,,40,240
759,,5,,40,256
760,,5,,40,361
761,,5,,40,289
762,,4,,40,389
763,,4,,40,261
764,,5,,40,48
765,,5,,40,194
766,,5,,40,226
767,,5,,41,279
768,,4,,41,191
769,,4,,41,194
770,,5,,41,36
771,,5,,41,86
772,,5,,41,352
773,,5,,41,309
774,,5,,41,366
775,,4,,41,209
776,,4,,41,43
777,,5,,41,354
778,,5,,41,406
779,,5,,41,61
780,,3,,41,364
781,,5,,41,261
782,,4,,41,285
783,,5,,41,289
784,,4,,42,226
785,,5,,42,90
786,,5,,42,256
787,,3,,42,59
788,,3,,42,305
789,,5,,42,115
790,,4,,42,407
791,,4,,42,254
792,,3,,42,140
793,,5,,42,204
794,,5,,42,278
795,,4,,42,337
796,,4,,42,86
797,,4,,42,27
798,,5,,42,301
799,,4,,43,197
800,,4,,43,361
801,,4,,43,104
802,,5,,43,238
803,,4,,43,107
804,,5,,43,86
805,,4,,43,209
806,,5,,43,366
807,,4,,43,83
808,,5,,43,302
809,,5,,43,90
810,,5,,43,340
811,,4,,43,300
812,,3,,43,216
813,,1,,43,61
814,,4,,43,279
815,,4,,43,307
816,,3,,43,341
817,,4,,43,261
818,,5,,43,115
819,,4,,43,105
820,,2,,43,79
821,,4,,43,375
822,,4,,44,104
823,,3,,44,61
824,,4,,44,36
825,,4,,44,191
826,,3,,44,273
827,,5,,44,194
828,,5,,44,15
829,,5,,44,83
830,,5,,44,228
831,,4,,44,215
832,,4,,44,261
833,,3,,44,285
834,,5,,44,366
835,,4,,44,357
836,,4,,44,43
837,,4,,44,279
838,,5,,44,406
839,,5,,44,289
840,,4,,44,301
841,,5,,44,375
842,,3,,44,209
843,,4,,45,307
844,,4,,45,261
845,,4,,45,302
846,,3,,45,236
847,,3,,45,194
848,,4,,45,197
849,,4,,45,249
850,,3,,45,43
851,,4,,45,343
852,,4,,45,274
853,,4,,45,361
854,,4,,45,83
855,,3,,45,61
856,,5,,45,366
857,,5,,45,128
858,,5,,45,286
859,,4,,45,387
860,,5,,45,171
861,,4,,46,236
862,,5,,46,128
863,,5,,46,293
864,,5,,46,83
865,,5,,46,307
866,,5,,46,209
867,,5,,46,249
868,,4,,46,247
869,,4,,46,194
870,,4,,46,302
871,,5,,46,256
872,,4,,46,61
873,,3,,46,415
874,,4,,46,366
875,,5,,46,197
876,,4,,46,79
877,,4,,47,320
878,,5,,47,54
879,,5,,47,249
880,,5,,47,305
881,,5,,47,170
882,,5,,47,228
883,,4,,47,279
884,,5,,47,302
885,,5,,47,197
886,,5,,47,79
887,,5,,47,105
888,,4,,47,246
889,,5,,47,167
890,,4,,47,254
891,,4,,47,415
892,,5,,48,305
893,,4,,48,209
894,,4,,48,302
895,,3,,48,279
896,,4,,48,261
897,,4,,48,307
898,,4,,48,257
899,,5,,48,249
900,,3,,48,356
901,,5,,48,61
902,,4,,48,320
903,,4,,48,79
904,,5,,48,62
905,,4,,48,105
906,,5,,48,115
907,,5,,48,90
908,,4,,48,366
909,,5,,48,415
910,,5,,49,330
911,,5,,49,229
912,,5,,49,264
913,,5,,49,21
914,,5,,49,234
915,,5,,49,40
916,,5,,49,258
917,,5,,49,402
918,,5,,49,326
919,,5,,49,92
920,,5,,49,370
921,,5,,49,157
922,,5,,49,277
923,,4,,49,290
924,,5,,50,174
925,,5,,50,2
926,,4,,50,404
927,,5,,50,27
928,,4,,50,208
929,,4,,50,125
930,,4,,50,196
931,,5,,50,393
932,,5,,50,124
933,,5,,50,26
934,,5,,50,237
935,,5,,50,152
936,,4,,50,169
937,,5,,50,295
938,,5,,50,58
939,,5,,50,230
940,,5,,50,298
941,,5,,50,59
942,,5,,50,95
943,,5,,50,181
944,,5,,50,9
945,,5,,50,69
946,,5,,50,414
947,,5,,50,25
948,,5,,50,184
949,,3,,51,50
950,,5,,51,210
951,,5,,51,384
952,,4,,51,7
953,,5,,51,66
954,,5,,51,45
955,,5,,51,150
956,,5,,51,18
957,,5,,51,412
958,,5,,51,222
959,,5,,51,92
960,,5,,51,244
961,,5,,51,145
962,,5,,51,187
963,,4,,51,288
964,,4,,51,294
965,,5,,51,113
966,,5,,51,397
967,,5,,52,125
968,,3,,52,316
969,,5,,52,99
970,,5,,52,121
971,,5,,52,131
972,,5,,52,57
973,,5,,52,89
974,,5,,52,53
975,,3,,52,30
976,,5,,52,149
977,,5,,52,164
978,,5,,52,187
979,,5,,52,26
980,,5,,52,4
981,,4,,52,213
982,,5,,52,70
983,,5,,53,150
984,,4,,53,163
985,,5,,53,18
986,,4,,53,419
987,,5,,53,113
988,,4,,53,397
989,,5,,53,383
990,,5,,53,52
991,,5,,53,320
992,,5,,53,232
993,,4,,53,294
994,,4,,53,6
995,,4,,53,288
996,,5,,53,214
997,,5,,53,234
998,,5,,53,283
999,,5,,54,415
1000,,4,,54,251
1001,,5,,54,407
1002,,5,,54,366
1003,,5,,54,286
1004,,4,,54,273
1005,,5,,54,249
1006,,5,,54,197
1007,,5,,54,83
1008,,5,,54,209
1009,,4,,54,236
1010,,4,,54,202
1011,,4,,54,265
1012,,5,,54,167
1013,,5,,54,302
1014,,5,,54,307
1015,,5,,54,257
1016,,4,,54,61
1017,,5,,55,105
1018,,5,,55,216
1019,,5,,55,368
1020,,1,,55,101
1021,,4,,55,79
1022,,5,,55,403
1023,,4,,55,391
1024,,5,,55,387
1025,,5,,55,386
1026,,4,,55,86
1027,,2,,55,357
1028,,3,,55,360
1029,,3,,55,61
1030,,3,,55,273
1031,,4,,55,54
1032,,4,,55,289
1033,,3,,56,115
1034,,1,,56,359
1035,,3,,56,249
1036,,2,,56,361
1037,,2,,56,62
1038,,1,,56,79
1039,,3,,56,354
1040,,4,,56,90
1041,,3,,56,375
1042,,4,,56,197
1043,,4,,56,186
1044,,3,,56,261
1045,,5,,56,256
1046,,3,,56,61
1047,,3,,56,105
1048,,2,,56,305
1049,,3,,56,364
1050,,5,,56,135
1051,,4,,57,305
1052,,4,,57,320
1053,,5,,57,249
1054,,2,,57,16
1055,,5,,57,197
1056,,3,,57,61
1057,,5,,57,302
1058,,5,,57,256
1059,,4,,57,261
1060,,5,,57,307
1061,,4,,57,228
1062,,4,,57,198
1063,,5,,57,107
1064,,4,,57,279
1065,,5,,57,375
1066,,5,,57,115
1067,,5,,57,361
1068,,4,,57,318
1069,,5,,57,209
1070,,5,,57,340
1071,,4,,57,105
1072,,4,,58,79
1073,,3,,58,254
1074,,5,,58,204
1075,,5,,58,366
1076,,3,,58,416
1077,,5,,58,61
1078,,1,,58,357
1079,,5,,58,392
1080,,4,,58,246
1081,,5,,58,279
1082,,5,,58,228
1083,,4,,58,406
1084,,3,,58,281
1085,,5,,58,307
1086,,3,,58,198
1087,,5,,58,305
1088,,4,,58,320
1089,,4,,59,387
1090,,5,,59,218
1091,,5,,59,289
1092,,4,,59,202
1093,,3,,59,86
1094,,4,,59,273
1095,,3,,59,101
1096,,5,,59,219
1097,,4,,59,61
1098,,4,,59,357
1099,,4,,59,261
1100,,5,,59,403
1101,,4,,59,105
1102,,4,,59,265
1103,,4,,59,368
1104,,5,,59,391
1105,,2,,59,216
1106,,5,,60,58
1107,,2,,60,304
1108,,5,,60,170
1109,,4,,60,117
1110,,5,,60,295
1111,,5,,60,127
1112,,5,,60,347
1113,,5,,60,188
1114,,4,,60,143
1115,,5,,60,207
1116,,5,,60,11
1117,,3,,60,331
1118,,3,,60,255
1119,,5,,60,76
1120,,3,,60,215
1121,,5,,60,258
1122,,5,,60,40
1123,,5,,60,2
1124,,4,,60,303
1125,,5,,60,157
1126,,5,,61,152
1127,,5,,61,11
1128,,5,,61,412
1129,,4,,61,95
1130,,5,,61,294
1131,,3,,61,358
1132,,5,,61,298
1133,,5,,61,208
1134,,5,,61,255
1135,,3,,61,263
1136,,5,,61,265
1137,,5,,61,287
1138,,5,,61,11
1139,,3,,61,317
1140,,5,,62,27
1141,,5,,62,422
1142,,4,,62,140
1143,,5,,62,172
1144,,5,,62,136
1145,,5,,62,341
1146,,5,,62,16
1147,,5,,62,256
1148,,5,,62,97
1149,,5,,62,307
1150,,5,,62,156
1151,,5,,62,284
1152,,5,,62,389
1153,,5,,62,260
1154,,5,,62,71
1155,,5,,62,374
1156,,5,,62,415
1157,,4,,62,291
1158,,5,,62,88
1159,,5,,62,185
1160,,5,,63,403
1161,,4,,63,273
1162,,5,,63,259
1163,,4,,63,364
1164,,5,,63,256
1165,,4,,63,86
1166,,5,,63,36
1167,,4,,63,132
1168,,5,,63,228
1169,,3,,63,254
1170,,4,,63,204
1171,,5,,63,232
1172,,3,,63,191
1173,,4,,63,413
1174,,5,,63,272
1175,,5,,64,376
1176,,5,,64,203
1177,,5,,64,327
1178,,5,,64,421
1179,,5,,64,422
1180,,5,,64,382
1181,,4,,64,173
1182,,5,,64,374
1183,,5,,64,317
1184,,5,,64,323
1185,,5,,64,184
1186,,5,,64,19
1187,,4,,64,189
1188,,5,,64,166
1189,,3,,64,68
1190,,3,,65,298
1191,,3,,65,30
1192,,3,,65,270
1193,,5,,65,163
1194,,1,,65,329
1195,,5,,65,81
1196,,5,,65,8
1197,,4,,65,71
1198,,5,,65,111
1199,,5,,65,114
1200,,5,,65,128
1201,,5,,65,310
1202,,5,,65,282
1203,,5,,65,297
1204,,5,,65,292
1205,,4,,65,136
1206,,5,,65,290
1207,,5,,65,350
1208,,5,,66,128
1209,,5,,66,302
1210,,3,,66,61
1211,,5,,66,194
1212,,5,,66,62
1213,,5,,66,415
1214,,4,,66,289
1215,,5,,66,83
1216,,5,,66,198
1217,,5,,66,43
1218,,5,,66,387
1219,,5,,66,366
1220,,5,,66,307
1221,,5,,66,171
1222,,4,,66,105
1223,,4,,66,251
1224,,5,,66,340
1225,,5,,66,261
1226,,5,,66,286
1227,,3,,67,272
1228,,3,,67,349
1229,,3,,67,262
1230,,3,,67,322
1231,,4,,67,201
1232,,4,,67,202
1233,,4,,67,216
1234,,4,,67,293
1235,,4,,67,209
1236,,3,,67,259
1237,,3,,67,356
1238,,4,,67,167
1239,,3,,67,190
1240,,3,,67,378
1241,,4,,67,273
1242,,4,,67,156
1243,,2,,67,386
1244,,3,,67,354
1245,,4,,68,202
1246,,5,,68,171
1247,,3,,68,286
1248,,3,,68,302
1249,,5,,68,43
1250,,5,,68,128
1251,,5,,68,387
1252,,5,,68,83
1253,,2,,68,273
1254,,5,,68,209
1255,,5,,68,61
1256,,5,,68,307
1257,,4,,68,236
1258,,4,,68,366
1259,,5,,68,197
1260,,3,,68,274
1261,,5,,68,340
1262,,5,,68,223
1263,,5,,68,261
1264,,5,,69,41
1265,,5,,69,159
1266,,5,,69,21
1267,,5,,69,217
1268,,5,,69,168
1269,,5,,69,259
1270,,5,,69,295
1271,,5,,69,237
1272,,5,,69,372
1273,,5,,69,185
1274,,5,,69,123
1275,,5,,69,291
1276,,5,,69,119
1277,,5,,69,235
1278,,5,,69,97
1279,,5,,69,266
1280,,5,,69,173
1281,,5,,69,187
1282,,5,,69,333
1283,,5,,69,98
1284,,5,,69,299
1285,,5,,69,257
1286,,5,,70,253
1287,,5,,70,322
1288,,4,,70,259
1289,,5,,70,307
1290,,5,,70,197
1291,,5,,70,374
1292,,5,,70,375
1293,,5,,70,215
1294,,4,,70,227
1295,,4,,70,338
1296,,4,,70,297
1297,,4,,70,219
1298,,5,,70,301
1299,,4,,70,265
1300,,5,,70,361
1301,,3,,71,194
1302,,5,,71,48
1303,,5,,71,391
1304,,5,,71,96
1305,,5,,71,406
1306,,5,,71,340
1307,,5,,71,343
1308,,5,,71,172
1309,,5,,71,366
1310,,5,,71,300
1311,,4,,71,351
1312,,4,,71,361
1313,,5,,71,116
1314,,4,,71,193
1315,,3,,72,293
1316,,3,,72,352
1317,,3,,72,322
1318,,3,,72,204
1319,,3,,72,261
1320,,3,,72,61
1321,,1,,72,239
1322,,2,,72,215
1323,,1,,72,273
1324,,2,,72,375
1325,,4,,72,48
1326,,2,,72,307
1327,,3,,72,368
1328,,4,,72,90
1329,,3,,72,319
1330,,4,,72,240
1331,,2,,72,397
1332,,3,,73,279
1333,,4,,73,120
1334,,3,,73,403
1335,,3,,73,204
1336,,3,,73,351
1337,,5,,73,240
1338,,5,,73,48
1339,,3,,73,343
1340,,3,,73,341
1341,,3,,73,368
1342,,4,,73,197
1343,,3,,73,374
1344,,4,,73,219
1345,,3,,73,262
1346,,3,,73,90
1347,,3,,73,261
1348,,4,,74,301
1349,,5,,74,190
1350,,3,,74,240
1351,,5,,74,364
1352,,3,,74,194
1353,,5,,74,343
1354,,4,,74,62
1355,,5,,74,375
1356,,4,,74,322
1357,,3,,74,209
1358,,5,,74,249
1359,,5,,74,254
1360,,5,,74,90
1361,,5,,74,197
1362,,5,,74,261
1363,,5,,74,204
1364,,4,,74,273
1365,,5,,74,228
1366,,5,,74,191
1367,,4,,74,156
1368,,4,,75,191
1369,,4,,75,90
1370,,3,,75,273
1371,,2,,75,343
1372,,3,,75,261
1373,,5,,75,274
1374,,4,,75,286
1375,,3,,75,240
1376,,1,,75,351
1377,,1,,75,289
1378,,2,,75,169
1379,,4,,75,115
1380,,3,,75,265
1381,,3,,75,140
1382,,5,,76,209
1383,,5,,76,190
1384,,4,,76,280
1385,,3,,76,87
1386,,5,,76,375
1387,,4,,76,349
1388,,4,,76,285
1389,,5,,76,356
1390,,3,,76,132
1391,,5,,76,172
1392,,4,,76,366
1393,,4,,76,219
1394,,4,,76,261
1395,,4,,76,239
1396,,5,,76,197
1397,,4,,76,322
1398,,4,,76,262
1399,,3,,76,273
1400,,4,,76,272
1401,,4,,76,199
1402,,5,,76,276
1403,,5,,76,156
1404,,5,,76,115
1405,,5,,76,307
1406,,4,,77,191
1407,,5,,77,307
1408,,4,,77,197
1409,,5,,77,115
1410,,4,,77,285
1411,,5,,77,274
1412,,4,,77,190
1413,,3,,77,132
1414,,5,,77,375
1415,,4,,77,219
1416,,5,,77,351
1417,,5,,77,366
1418,,4,,77,97
1419,,5,,77,223
1420,,3,,77,322
1421,,5,,77,356
1422,,4,,77,156
1423,,5,,77,192
1424,,5,,77,276
1425,,4,,77,280
1426,,2,,77,273
1427,,5,,77,87
1428,,4,,77,209
1429,,5,,78,349
1430,,5,,78,260
1431,,5,,78,273
1432,,5,,78,423
1433,,4,,78,79
1434,,4,,78,209
1435,,4,,78,226
1436,,4,,78,175
1437,,5,,78,183
1438,,5,,78,56
1439,,5,,78,101
1440,,4,,78,192
1441,,5,,78,90
1442,,5,,78,197
1443,,4,,79,367
1444,,1,,79,111
1445,,4,,79,320
1446,,5,,79,402
1447,,5,,79,21
1448,,5,,79,304
1449,,2,,79,391
1450,,3,,79,283
1451,,5,,79,324
1452,,5,,79,422
1453,,3,,79,28
1454,,4,,79,409
1455,,4,,79,337
1456,,4,,79,243
1457,,5,,80,178
1458,,4,,80,375
1459,,4,,80,148
1460,,5,,80,301
1461,,4,,80,322
1462,,5,,80,257
1463,,5,,80,380
1464,,4,,80,366
1465,,5,,80,406
1466,,3,,80,364
1467,,4,,80,313
1468,,4,,80,359
1469,,4,,80,204
1470,,4,,80,407
1471,,4,,80,249
1472,,5,,80,115
1473,,3,,81,364
1474,,4,,81,322
1475,,5,,81,368
1476,,3,,81,239
1477,,5,,81,256
1478,,4,,81,375
1479,,5,,81,261
1480,,2,,81,171
1481,,4,,81,90
1482,,5,,81,194
1483,,4,,81,305
1484,,5,,81,264
1485,,4,,81,297
1486,,3,,81,240
1487,,5,,81,249
1488,,4,,81,253
1489,,5,,81,247
1490,,5,,81,204
1491,,5,,81,415
1492,,4,,81,273
1493,,5,,81,197
1494,,4,,81,216
1495,,4,,82,216
1496,,5,,82,42
1497,,4,,82,273
1498,,5,,82,406
1499,,4,,82,239
1500,,5,,82,79
1501,,5,,82,256
1502,,5,,82,249
1503,,5,,82,204
1504,,4,,82,322
1505,,5,,82,261
1506,,5,,82,240
1507,,4,,82,305
1508,,4,,82,338
1509,,3,,82,337
1510,,5,,82,375
1511,,4,,82,86
1512,,5,,82,368
1513,,5,,82,197
1514,,5,,82,194
1515,,4,,82,90
1516,,5,,82,301
1517,,2,,83,197
1518,,3,,83,122
1519,,5,,83,375
1520,,3,,83,322
1521,,2,,83,256
1522,,3,,83,314
1523,,1,,83,286
1524,,3,,83,360
1525,,4,,83,246
1526,,2,,83,251
1527,,2,,83,79
1528,,3,,83,367
1529,,3,,83,215
1530,,5,,83,204
1531,,5,,84,340
1532,,3,,84,343
1533,,5,,84,249
1534,,5,,84,322
1535,,5,,84,261
1536,,5,,84,194
1537,,4,,84,301
1538,,5,,84,197
1539,,5,,84,204
1540,,3,,84,209
1541,,5,,84,239
1542,,5,,84,240
1543,,2,,84,273
1544,,3,,84,405
1545,,5,,84,79
1546,,4,,84,375
1547,,4,,84,361
1548,,5,,85,208
1549,,5,,85,118
1550,,3,,85,250
1551,,4,,85,403
1552,,5,,85,400
1553,,4,,85,290
1554,,4,,85,179
1555,,4,,85,264
1556,,4,,85,396
1557,,5,,85,311
1558,,5,,85,298
1559,,3,,85,378
1560,,5,,85,93
1561,,5,,85,306
1562,,4,,85,356
1563,,4,,85,336
1564,,4,,85,374
1565,,5,,85,344
1566,,5,,85,73
1567,,5,,85,224
1568,,5,,85,137
1569,,5,,85,339
1570,,4,,85,212
1571,,5,,86,11
1572,,5,,86,264
1573,,5,,86,314
1574,,4,,86,53
1575,,4,,86,57
1576,,5,,86,312
1577,,5,,86,408
1578,,5,,86,72
1579,,3,,86,64
1580,,5,,86,307
1581,,5,,86,152
1582,,5,,86,377
1583,,5,,86,234
1584,,5,,86,144
1585,,4,,86,10
1586,,5,,86,236
1587,,5,,86,408
1588,,5,,86,292
1589,,5,,86,158
1590,,5,,86,328
1591,,5,,86,14
1592,,4,,86,169
1593,,5,,86,136
1594,,5,,86,125
1595,,5,,86,121
1596,,4,,86,277
1597,,5,,86,117
1598,,5,,86,117
1599,,4,,86,246
1600,,5,,86,401
1601,,5,,86,164
1602,,5,,86,12
1603,,5,,86,231
1604,,5,,86,20
1605,,5,,87,272
1606,,5,,87,276
1607,,4,,87,285
1608,,4,,87,378
1609,,4,,87,209
1610,,4,,87,375
1611,,4,,87,273
1612,,5,,87,199
1613,,5,,87,197
1614,,5,,87,349
1615,,5,,87,262
1616,,5,,87,351
1617,,5,,87,172
1618,,5,,87,366
1619,,4,,87,87
1620,,5,,87,192
1621,,5,,87,115
1622,,5,,87,322
1623,,3,,87,132
1624,,4,,87,156
1625,,5,,87,190
1626,,5,,87,356
1627,,4,,88,77
1628,,4,,88,336
1629,,5,,88,270
1630,,5,,88,12
1631,,5,,88,126
1632,,5,,88,271
1633,,5,,88,230
1634,,3,,88,280
1635,,5,,88,267
1636,,5,,88,215
1637,,5,,88,275
1638,,5,,88,23
1639,,5,,88,380
1640,,5,,88,379
1641,,5,,88,197
1642,,5,,88,414
1643,,5,,88,160
1644,,3,,89,165
1645,,2,,89,273
1646,,3,,89,351
1647,,4,,89,259
1648,,4,,89,227
1649,,4,,89,62
1650,,2,,89,215
1651,,5,,89,204
1652,,5,,89,359
1653,,5,,89,375
1654,,5,,89,194
1655,,2,,89,61
1656,,4,,89,191
1657,,4,,89,198
1658,,3,,89,317
1659,,4,,89,407
1660,,5,,89,115
1661,,4,,89,320
1662,,2,,89,340
1663,,4,,89,116
1664,,4,,89,79
